Direction;StartTime;StartPrice;EndTime;EndPrice;LineLength;AvgDiff;LastCandlesDiff;PrevLineLength;MaxDeviation;Duration;Angle;;;;;;;;;;;;
SELL;21.09.2021 16:30;1.17307;01.10.2021 04:00;1.15635;167;0.0448;0.0315;0;0.8135;227.5;0.7341;;;;;;;;;;;;
BUY;01.10.2021 04:00;1.15635;04.10.2021 15:15;1.16382;75;0.0421;0.0439;55.0898;0.3695;83.25;0.9009;;;;;;;;;;;;
SELL;04.10.2021 15:15;1.16382;06.10.2021 13:00;1.15319;106;0.0406;0.0706;-41.3333;0.4154;45.75;2.3169;;;;;;;;;;;;
BUY;06.10.2021 13:00;1.15319;11.10.2021 09:30;1.15861;54;0.0394;0.0326;49.0566;0.167;116.5;0.4635;;;;;;;;;;;;
SELL;11.10.2021 09:30;1.15861;12.10.2021 20:45;1.15257;60;0.0401;0.0472;-11.1111;0.2308;35.25;1.7021;;;;;;;;;;;;
BUY;12.10.2021 20:45;1.15257;19.10.2021 12:45;1.16661;140;0.0391;0.0628;-133.3333;0.6073;160;0.875;;;;;;;;;;;;
SELL;19.10.2021 12:45;1.16661;28.10.2021 12:30;1.15868;79;0.0393;0.0734;43.5714;0.4339;215.75;0.3662;;;;;;;;;;;;
BUY;28.10.2021 12:30;1.15868;29.10.2021 03:00;1.1689;102;0.0657;0.0271;-29.1139;0.2058;14.5;7.0345;;;;;;;;;;;;
SELL;29.10.2021 03:00;1.1689;29.10.2021 19:30;1.15374;152;0.0605;0.1164;-49.0196;0.6346;16.5;9.2121;;;;;;;;;;;;
BUY;29.10.2021 19:30;1.15374;04.11.2021 02:45;1.16154;78;0.0448;0.0311;48.6842;0.4068;127.25;0.613;;;;;;;;;;;;
SELL;04.11.2021 02:45;1.16154;05.11.2021 15:45;1.15145;101;0.044;0.0685;-29.4872;0.2994;37;2.7297;;;;;;;;;;;;
BUY;05.11.2021 15:45;1.15145;09.11.2021 08:00;1.16061;92;0.0451;0.0384;8.9109;0.286;88.25;1.0425;;;;;;;;;;;;
SELL;09.11.2021 08:00;1.16061;17.11.2021 05:30;1.12795;327;0.0518;0.0757;-255.4348;0.949;189.5;1.7256;;;;;;;;;;;;
BUY;17.11.2021 05:30;1.12795;18.11.2021 19:15;1.13732;94;0.0632;0.079;71.2538;0.3364;37.75;2.4901;;;;;;;;;;;;
SELL;18.11.2021 19:15;1.13732;19.11.2021 14:45;1.12573;116;0.0504;0.0995;-23.4043;0.6129;19.5;5.9487;;;;;;;;;;;;
BUY;19.11.2021 14:45;1.12573;19.11.2021 17:30;1.13198;63;0.1456;0.1262;45.6897;0.1153;2.75;22.9091;;;;;;;;;;;;
SELL;19.11.2021 17:30;1.13198;24.11.2021 19:00;1.11905;129;0.0596;0.0811;-104.7619;0.4913;121.5;1.0617;;;;;;;;;;;;
BUY;24.11.2021 19:00;1.11905;26.11.2021 23:00;1.13279;137;0.0524;0.0448;-6.2016;0.6075;52;2.6346;;;;;;;;;;;;
SELL;26.11.2021 23:00;1.13279;29.11.2021 16:45;1.12609;67;0.0605;0.0884;51.0949;0.3076;65.75;1.019;;;;;;;;;;;;
BUY;29.11.2021 16:45;1.12609;30.11.2021 16:45;1.13784;117;0.0537;0.0683;-74.6269;0.3112;24;4.875;;;;;;;;;;;;
SELL;30.11.2021 16:45;1.13784;30.11.2021 17:45;1.12593;119;0.298;0.298;-1.7094;0.7611;1;119;;;;;;;;;;;;
BUY;30.11.2021 17:45;1.12593;01.12.2021 16:45;1.13526;93;0.0816;0.0912;21.8487;0.3139;23;4.0435;;;;;;;;;;;;
SELL;01.12.2021 16:45;1.13526;03.12.2021 17:15;1.12721;80;0.0555;0.1517;13.9785;0.5179;48.5;1.6495;;;;;;;;;;;;
BUY;03.12.2021 17:15;1.12721;03.12.2021 21:00;1.13245;52;0.08;0.066;35;0.0789;3.75;13.8667;;;;;;;;;;;;
SELL;03.12.2021 21:00;1.13245;07.12.2021 15:30;1.12357;89;0.0478;0.0801;-71.1538;0.5045;90.5;0.9834;;;;;;;;;;;;
BUY;07.12.2021 15:30;1.12357;08.12.2021 22:15;1.13545;119;0.0535;0.0333;-33.7079;0.4998;30.75;3.8699;;;;;;;;;;;;
SELL;08.12.2021 22:15;1.13545;10.12.2021 13:45;1.12677;87;0.0406;0.0493;26.8908;0.1934;39.5;2.2025;;;;;;;;;;;;
BUY;10.12.2021 13:45;1.12677;10.12.2021 20:00;1.13218;54;0.097;0.0721;37.931;0.2087;6.25;8.64;;;;;;;;;;;;
SELL;10.12.2021 20:00;1.13218;13.12.2021 11:15;1.12633;58;0.0354;0.0572;-7.4074;0.4168;63.25;0.917;;;;;;;;;;;;
BUY;13.12.2021 11:15;1.12633;14.12.2021 13:30;1.13229;60;0.0492;0.0654;-3.4483;0.4291;26.25;2.2857;;;;;;;;;;;;
SELL;14.12.2021 13:30;1.13229;15.12.2021 21:15;1.12314;91;0.0506;0.0844;-51.6667;0.2615;31.75;2.8661;;;;;;;;;;;;
BUY;15.12.2021 21:15;1.12314;16.12.2021 15:45;1.13592;128;0.063;0.1226;-40.6593;0.4883;18.5;6.9189;;;;;;;;;;;;
SELL;16.12.2021 15:45;1.13592;20.12.2021 01:00;1.12365;123;0.054;0.0356;3.9063;0.123;81.25;1.5138;;;;;;;;;;;;
BUY;20.12.2021 01:00;1.12365;24.12.2021 12:00;1.13423;106;0.0458;0.0263;13.8211;0.2846;107;0.9907;;;;;;;;;;;;
SELL;24.12.2021 12:00;1.13423;29.12.2021 11:15;1.12771;65;0.0413;0.0586;38.6792;0.3947;119.25;0.5451;;;;;;;;;;;;
BUY;29.12.2021 11:15;1.12771;29.12.2021 17:30;1.1363;86;0.072;0.0897;-32.3077;0.2864;6.25;13.76;;;;;;;;;;;;
SELL;29.12.2021 17:30;1.1363;30.12.2021 11:15;1.13009;62;0.0414;0.0583;27.907;0.2342;17.75;3.493;;;;;;;;;;;;
BUY;30.12.2021 11:15;1.13009;31.12.2021 19:45;1.13862;85;0.0622;0.0766;-37.0968;0.5189;32.5;2.6154;;;;;;;;;;;;
SELL;31.12.2021 19:45;1.13862;04.01.2022 14:45;1.12729;113;0.053;0.0713;-32.9412;0.5517;91;1.2418;;;;;;;;;;;;
BUY;04.01.2022 14:45;1.12729;05.01.2022 20:30;1.13435;71;0.0555;0.0569;37.1681;0.2466;29.75;2.3866;;;;;;;;;;;;
SELL;05.01.2022 20:30;1.13435;06.01.2022 09:30;1.12869;57;0.045;0.0521;19.7183;0.1445;13;4.3846;;;;;;;;;;;;
BUY;06.01.2022 09:30;1.12869;07.01.2022 21:30;1.13629;76;0.059;0.0339;-33.3333;0.5113;36;2.1111;;;;;;;;;;;;
SELL;07.01.2022 21:30;1.13629;10.01.2022 16:00;1.12909;72;0.0453;0.0778;5.2632;0.4737;66.5;1.0827;;;;;;;;;;;;
BUY;10.01.2022 16:00;1.12909;14.01.2022 07:30;1.14806;190;0.0489;0.0356;-163.8889;0.2926;87.5;2.1714;;;;;;;;;;;;
SELL;14.01.2022 07:30;1.14806;21.01.2022 03:00;1.13018;179;0.0506;0.0389;5.7895;0.4285;163.5;1.0948;;;;;;;;;;;;
BUY;21.01.2022 03:00;1.13018;21.01.2022 16:15;1.13556;54;0.0482;0.0638;69.8324;0.1795;13.25;4.0755;;;;;;;;;;;;
SELL;21.01.2022 16:15;1.13556;28.01.2022 10:30;1.11235;232;0.0505;0.0658;-329.6296;1.101;162.25;1.4299;;;;;;;;;;;;
BUY;28.01.2022 10:30;1.11235;02.02.2022 15:00;1.13292;206;0.0567;0.0606;11.2069;0.9099;124.5;1.6546;;;;;;;;;;;;
SELL;02.02.2022 15:00;1.13292;03.02.2022 13:00;1.12757;53;0.0459;0.0531;74.2718;0.1837;22;2.4091;;;;;;;;;;;;
BUY;03.02.2022 13:00;1.12757;04.02.2022 14:00;1.14806;205;0.0854;0.0971;-286.7925;0.2006;25;8.2;;;;;;;;;;;;
SELL;04.02.2022 14:00;1.14806;10.02.2022 16:15;1.1385;96;0.0584;0.1299;53.1707;0.5096;146.25;0.6564;;;;;;;;;;;;
BUY;10.02.2022 16:15;1.1385;10.02.2022 18:15;1.14886;104;0.1803;0.1803;-8.3333;0.1496;2;52;;;;;;;;;;;;
SELL;10.02.2022 18:15;1.14886;14.02.2022 21:15;1.12868;202;0.0804;0.073;-94.2308;0.3847;99;2.0404;;;;;;;;;;;;
BUY;14.02.2022 21:15;1.12868;16.02.2022 21:15;1.13925;106;0.0582;0.0645;47.5248;0.2486;48;2.2083;;;;;;;;;;;;
SELL;16.02.2022 21:15;1.13925;21.02.2022 01:15;1.13147;78;0.0643;0.0393;26.4151;0.1212;100;0.78;;;;;;;;;;;;
BUY;21.02.2022 01:15;1.13147;21.02.2022 10:00;1.1385;70;0.0476;0.049;10.2564;0.0834;8.75;8;;;;;;;;;;;;
SELL;21.02.2022 10:00;1.1385;22.02.2022 05:45;1.12934;92;0.0683;0.055;-31.4286;0.1104;19.75;4.6582;;;;;;;;;;;;
BUY;22.02.2022 05:45;1.12934;23.02.2022 12:30;1.13558;62;0.0615;0.0631;32.6087;0.2872;30.75;2.0163;;;;;;;;;;;;
SELL;23.02.2022 12:30;1.13558;24.02.2022 17:45;1.11151;241;0.092;0.1211;-288.7097;0.7454;29.25;8.2393;;;;;;;;;;;;
BUY;24.02.2022 17:45;1.11151;25.02.2022 06:15;1.12268;112;0.1085;0.0665;53.527;0.1239;12.5;8.96;;;;;;;;;;;;
SELL;25.02.2022 06:15;1.12268;25.02.2022 13:00;1.11718;55;0.0946;0.1064;50.8929;0.2118;6.75;8.1481;;;;;;;;;;;;
BUY;25.02.2022 13:00;1.11718;25.02.2022 23:15;1.12734;102;0.1051;0.0728;-85.4545;0.0776;10.25;9.9512;;;;;;;;;;;;
SELL;25.02.2022 23:15;1.12734;28.02.2022 06:00;1.11459;128;0.0958;0.0862;-25.4902;0.3679;54.75;2.3379;;;;;;;;;;;;
BUY;28.02.2022 06:00;1.11459;28.02.2022 18:15;1.12427;97;0.1254;0.158;24.2188;0.3538;12.25;7.9184;;;;;;;;;;;;
SELL;28.02.2022 18:15;1.12427;02.03.2022 11:00;1.10661;177;0.0821;0.1507;-82.4742;0.5379;40.75;4.3436;;;;;;;;;;;;
BUY;02.03.2022 11:00;1.10661;02.03.2022 21:00;1.11318;66;0.1502;0.1195;62.7119;0.4766;10;6.6;;;;;;;;;;;;
SELL;02.03.2022 21:00;1.11318;07.03.2022 03:15;1.08337;298;0.0878;0.177;-351.5152;0.7995;102.25;2.9144;;;;;;;;;;;;
BUY;07.03.2022 03:15;1.08337;07.03.2022 09:00;1.08868;53;0.1177;0.1078;82.2148;0.1221;5.75;9.2174;;;;;;;;;;;;
SELL;07.03.2022 09:00;1.08868;07.03.2022 12:15;1.08171;70;0.1487;0.15;-32.0755;0.3293;3.25;21.5385;;;;;;;;;;;;
BUY;07.03.2022 12:15;1.08171;07.03.2022 16:15;1.09177;101;0.1883;0.2037;-44.2857;0.2077;4;25.25;;;;;;;;;;;;
SELL;07.03.2022 16:15;1.09177;07.03.2022 21:45;1.08475;70;0.1525;0.1518;30.6931;0.3365;5.5;12.7273;;;;;;;;;;;;
BUY;07.03.2022 21:45;1.08475;08.03.2022 20:00;1.09472;100;0.12;0.1783;-42.8571;0.5977;22.25;4.4944;;;;;;;;;;;;
SELL;08.03.2022 20:00;1.09472;09.03.2022 01:15;1.08919;55;0.082;0.0432;45;0.0942;5.25;10.4762;;;;;;;;;;;;
BUY;09.03.2022 01:15;1.08919;09.03.2022 19:45;1.10937;202;0.1143;0.1792;-267.2727;0.7357;18.5;10.9189;;;;;;;;;;;;
SELL;09.03.2022 19:45;1.10937;10.03.2022 12:30;1.10333;60;0.0904;0.1789;70.297;0.365;16.75;3.5821;;;;;;;;;;;;
BUY;10.03.2022 12:30;1.10333;10.03.2022 14:45;1.11032;70;0.1581;0.1581;-16.6667;0.56;2.25;31.1111;;;;;;;;;;;;
SELL;10.03.2022 14:45;1.11032;11.03.2022 11:30;1.09661;137;0.1026;0.1246;-95.7143;0.2375;20.75;6.6024;;;;;;;;;;;;
BUY;11.03.2022 11:30;1.09661;11.03.2022 14:00;1.10269;61;0.1684;0.17;55.4745;0.2631;2.5;24.4;;;;;;;;;;;;
SELL;11.03.2022 14:00;1.10269;14.03.2022 07:15;1.09022;125;0.0931;0.0526;-104.918;0.2667;65.25;1.9157;;;;;;;;;;;;
BUY;14.03.2022 07:15;1.09022;14.03.2022 19:15;1.09909;89;0.0927;0.1017;28.8;0.342;12;7.4167;;;;;;;;;;;;
SELL;14.03.2022 19:15;1.09909;15.03.2022 02:00;1.09341;57;0.0753;0.0663;35.9551;0.0822;6.75;8.4444;;;;;;;;;;;;
BUY;15.03.2022 02:00;1.09341;15.03.2022 11:00;1.10151;81;0.0837;0.1351;-42.1053;0.3543;9;9;;;;;;;;;;;;
SELL;15.03.2022 11:00;1.10151;15.03.2022 21:15;1.09303;85;0.103;0.1135;-4.9383;0.3152;10.25;8.2927;;;;;;;;;;;;
BUY;15.03.2022 21:15;1.09303;16.03.2022 17:15;1.10276;97;0.0772;0.1281;-14.1176;0.3636;20;4.85;;;;;;;;;;;;
SELL;16.03.2022 17:15;1.10276;16.03.2022 21:00;1.09581;70;0.1712;0.1532;27.8351;0.2843;3.75;18.6667;;;;;;;;;;;;
BUY;16.03.2022 21:00;1.09581;17.03.2022 20:00;1.11335;175;0.0941;0.095;-150;0.5314;23;7.6087;;;;;;;;;;;;
SELL;17.03.2022 20:00;1.11335;18.03.2022 16:15;1.10032;130;0.0648;0.0971;25.7143;0.4398;20.25;6.4198;;;;;;;;;;;;
BUY;18.03.2022 16:15;1.10032;18.03.2022 19:30;1.10656;62;0.1127;0.1116;52.3077;0.1702;3.25;19.0769;;;;;;;;;;;;
SELL;18.03.2022 19:30;1.10656;22.03.2022 10:00;1.0963;103;0.0608;0.0702;-66.129;0.7353;86.5;1.1908;;;;;;;;;;;;
BUY;22.03.2022 10:00;1.0963;23.03.2022 01:15;1.10423;79;0.0739;0.0336;23.301;0.1096;15.25;5.1803;;;;;;;;;;;;
SELL;23.03.2022 01:15;1.10423;23.03.2022 16:45;1.09659;76;0.0658;0.0975;3.7975;0.3366;15.5;4.9032;;;;;;;;;;;;
BUY;23.03.2022 16:45;1.09659;25.03.2022 07:30;1.10354;70;0.0605;0.0474;7.8947;0.3892;38.75;1.8065;;;;;;;;;;;;
SELL;25.03.2022 07:30;1.10354;28.03.2022 08:30;1.09453;90;0.0613;0.034;-28.5714;0.295;73;1.2329;;;;;;;;;;;;
BUY;28.03.2022 08:30;1.09453;29.03.2022 16:30;1.11323;187;0.0916;0.2093;-107.7778;1.1787;32;5.8438;;;;;;;;;;;;
SELL;29.03.2022 16:30;1.11323;29.03.2022 21:15;1.10762;56;0.1118;0.0719;70.0535;0.1024;4.75;11.7895;;;;;;;;;;;;
BUY;29.03.2022 21:15;1.10762;31.03.2022 04:15;1.11821;106;0.0691;0.0542;-89.2857;0.2325;31;3.4194;;;;;;;;;;;;
SELL;31.03.2022 04:15;1.11821;06.04.2022 09:00;1.08771;305;0.0635;0.0494;-187.7358;0.7132;148.75;2.0504;;;;;;;;;;;;
BUY;06.04.2022 09:00;1.08771;06.04.2022 15:45;1.09332;56;0.0894;0.0874;81.6393;0.1468;6.75;8.2963;;;;;;;;;;;;
SELL;06.04.2022 15:45;1.09332;07.04.2022 12:15;1.08724;61;0.0649;0.0884;-8.9286;0.4853;20.5;2.9756;;;;;;;;;;;;
BUY;07.04.2022 12:15;1.08724;07.04.2022 16:30;1.0932;60;0.11;0.108;1.6393;0.1628;4.25;14.1176;;;;;;;;;;;;
SELL;07.04.2022 16:30;1.0932;08.04.2022 16:30;1.08381;94;0.0685;0.0872;-56.6667;0.3967;24;3.9167;;;;;;;;;;;;
BUY;08.04.2022 16:30;1.08381;11.04.2022 13:00;1.09328;95;0.0655;0.0778;-1.0638;0.4938;68.5;1.3869;;;;;;;;;;;;
SELL;11.04.2022 13:00;1.09328;13.04.2022 03:30;1.08134;119;0.064;0.0362;-25.2632;0.4953;38.5;3.0909;;;;;;;;;;;;
BUY;13.04.2022 03:30;1.08134;14.04.2022 09:45;1.09177;104;0.0623;0.053;12.605;0.4542;30.25;3.438;;;;;;;;;;;;
SELL;14.04.2022 09:45;1.09177;14.04.2022 16:45;1.07704;147;0.1282;0.2522;-41.3462;0.9592;7;21;;;;;;;;;;;;
BUY;14.04.2022 16:45;1.07704;14.04.2022 22:00;1.08343;64;0.1435;0.0675;56.4626;0.1268;5.25;12.1905;;;;;;;;;;;;
SELL;14.04.2022 22:00;1.08343;19.04.2022 05:15;1.07657;69;0.044;0.0649;-7.8125;0.369;103.25;0.6683;;;;;;;;;;;;
BUY;19.04.2022 05:15;1.07657;21.04.2022 10:45;1.09272;161;0.0712;0.1376;-133.3333;0.8239;53.5;3.0093;;;;;;;;;;;;
SELL;21.04.2022 10:45;1.09272;27.04.2022 17:45;1.0515;412;0.0831;0.149;-155.9006;1.2259;151;2.7285;;;;;;;;;;;;
BUY;27.04.2022 17:45;1.0515;27.04.2022 21:00;1.05711;56;0.1012;0.0813;86.4078;0.0458;3.25;17.2308;;;;;;;;;;;;
SELL;27.04.2022 21:00;1.05711;28.04.2022 08:30;1.0492;79;0.0685;0.1202;-41.0714;0.2998;11.5;6.8696;;;;;;;;;;;;
BUY;28.04.2022 08:30;1.0492;28.04.2022 10:45;1.05549;63;0.1756;0.1756;20.2532;0.2431;2.25;28;;;;;;;;;;;;
SELL;28.04.2022 10:45;1.05549;28.04.2022 15:00;1.0485;70;0.1367;0.1285;-11.1111;0.1303;4.25;16.4706;;;;;;;;;;;;
BUY;28.04.2022 15:00;1.0485;29.04.2022 11:30;1.05885;104;0.096;0.1294;-48.5714;0.5402;20.5;5.0732;;;;;;;;;;;;
SELL;29.04.2022 11:30;1.05885;29.04.2022 15:30;1.05239;65;0.1383;0.1414;37.5;0.343;4;16.25;;;;;;;;;;;;
BUY;29.04.2022 15:30;1.05239;29.04.2022 20:30;1.05741;50;0.1309;0.1012;23.0769;0.2523;5;10;;;;;;;;;;;;
SELL;29.04.2022 20:30;1.05741;02.05.2022 21:00;1.04906;83;0.0827;0.0849;-66;0.6192;72.5;1.1448;;;;;;;;;;;;
BUY;02.05.2022 21:00;1.04906;03.05.2022 15:45;1.05676;77;0.0744;0.1299;7.2289;0.5912;18.75;4.1067;;;;;;;;;;;;
SELL;03.05.2022 15:45;1.05676;04.05.2022 10:15;1.05122;55;0.0672;0.0737;28.5714;0.147;18.5;2.973;;;;;;;;;;;;
BUY;04.05.2022 10:15;1.05122;05.05.2022 04:15;1.06312;119;0.117;0.0951;-116.3636;0.7167;18;6.6111;;;;;;;;;;;;
SELL;05.05.2022 04:15;1.06312;06.05.2022 09:45;1.04862;145;0.1001;0.1024;-21.8487;0.3961;29.5;4.9153;;;;;;;;;;;;
BUY;06.05.2022 09:45;1.04862;06.05.2022 18:15;1.05919;106;0.1891;0.1987;26.8966;0.2549;8.5;12.4706;;;;;;;;;;;;
SELL;06.05.2022 18:15;1.05919;09.05.2022 09:45;1.05028;89;0.0695;0.0667;16.0377;0.2627;63.5;1.4016;;;;;;;;;;;;
BUY;09.05.2022 09:45;1.05028;09.05.2022 19:15;1.059;87;0.1235;0.1121;2.2472;0.5591;9.5;9.1579;;;;;;;;;;;;
SELL;09.05.2022 19:15;1.059;12.05.2022 19:45;1.03578;232;0.0942;0.1591;-166.6667;1.2708;72.5;3.2;;;;;;;;;;;;
BUY;12.05.2022 19:45;1.03578;13.05.2022 10:45;1.04157;58;0.0682;0.1227;75;0.2795;15;3.8667;;;;;;;;;;;;
SELL;13.05.2022 10:45;1.04157;13.05.2022 16:15;1.03582;58;0.1061;0.1044;0;0.2047;5.5;10.5455;;;;;;;;;;;;
BUY;13.05.2022 16:15;1.03582;18.05.2022 03:00;1.05621;204;0.0795;0.0408;-251.7241;1.0372;106.75;1.911;;;;;;;;;;;;
SELL;18.05.2022 03:00;1.05621;19.05.2022 00:00;1.04613;101;0.0792;0.0447;50.4902;0.4325;21;4.8095;;;;;;;;;;;;
BUY;19.05.2022 00:00;1.04613;19.05.2022 20:45;1.06047;143;0.0937;0.0938;-41.5842;0.6336;20.75;6.8916;;;;;;;;;;;;
SELL;19.05.2022 20:45;1.06047;20.05.2022 21:15;1.05337;71;0.0783;0.0958;50.3497;0.3961;24.5;2.898;;;;;;;;;;;;
BUY;20.05.2022 21:15;1.05337;24.05.2022 19:00;1.07469;213;0.0842;0.1417;-200;0.8996;93.75;2.272;;;;;;;;;;;;
SELL;24.05.2022 19:00;1.07469;25.05.2022 15:15;1.06423;105;0.0683;0.1029;50.7042;0.3317;20.25;5.1852;;;;;;;;;;;;
BUY;25.05.2022 15:15;1.06423;27.05.2022 04:45;1.07626;120;0.0742;0.0674;-14.2857;0.3583;37.5;3.2;;;;;;;;;;;;
SELL;27.05.2022 04:45;1.07626;27.05.2022 13:45;1.06986;64;0.0696;0.0773;46.6667;0.2772;9;7.1111;;;;;;;;;;;;
BUY;27.05.2022 13:45;1.06986;30.05.2022 19:45;1.07862;88;0.0705;0.0531;-37.5;0.3873;78;1.1282;;;;;;;;;;;;
SELL;30.05.2022 19:45;1.07862;31.05.2022 15:45;1.06815;105;0.0686;0.1549;-19.3182;0.3978;20;5.25;;;;;;;;;;;;
BUY;31.05.2022 15:45;1.06815;31.05.2022 21:30;1.0738;57;0.1161;0.0707;45.7143;0.0677;5.75;9.913;;;;;;;;;;;;
SELL;31.05.2022 21:30;1.0738;01.06.2022 18:30;1.06283;110;0.0728;0.1649;-92.9825;0.8444;21;5.2381;;;;;;;;;;;;
BUY;01.06.2022 18:30;1.06283;03.06.2022 05:15;1.07638;135;0.0622;0.0475;-22.7273;0.3107;34.75;3.8849;;;;;;;;;;;;
SELL;03.06.2022 05:15;1.07638;07.06.2022 16:00;1.06551;109;0.0646;0.091;19.2593;0.6326;106.75;1.0211;;;;;;;;;;;;
BUY;07.06.2022 16:00;1.06551;09.06.2022 15:15;1.0761;106;0.0673;0.1807;2.7523;0.6643;47.25;2.2434;;;;;;;;;;;;
SELL;09.06.2022 15:15;1.0761;14.06.2022 04:45;1.04014;360;0.0936;0.0808;-239.6226;0.2918;109.5;3.2877;;;;;;;;;;;;
BUY;14.06.2022 04:45;1.04014;14.06.2022 11:30;1.04766;75;0.096;0.1179;79.1667;0.2392;6.75;11.1111;;;;;;;;;;;;
SELL;14.06.2022 11:30;1.04766;14.06.2022 22:00;1.04061;71;0.112;0.0905;5.3333;0.2433;10.5;6.7619;;;;;;;;;;;;
BUY;14.06.2022 22:00;1.04061;15.06.2022 11:30;1.05067;101;0.0941;0.1977;-42.2535;0.555;13.5;7.4815;;;;;;;;;;;;
SELL;15.06.2022 11:30;1.05067;15.06.2022 21:00;1.03769;130;0.1474;0.1414;-28.7129;0.2706;9.5;13.6842;;;;;;;;;;;;
BUY;15.06.2022 21:00;1.03769;16.06.2022 03:00;1.0465;88;0.1751;0.0609;32.3077;0.1747;6;14.6667;;;;;;;;;;;;
SELL;16.06.2022 03:00;1.0465;16.06.2022 10:30;1.03815;84;0.0916;0.1329;4.5455;0.3894;7.5;11.2;;;;;;;;;;;;
BUY;16.06.2022 10:30;1.03815;16.06.2022 20:30;1.05882;207;0.1876;0.182;-146.4286;0.8632;10;20.7;;;;;;;;;;;;
SELL;16.06.2022 20:30;1.05882;17.06.2022 17:30;1.04574;131;0.102;0.1453;36.715;0.4376;21;6.2381;;;;;;;;;;;;
BUY;17.06.2022 17:30;1.04574;21.06.2022 11:45;1.05783;121;0.0733;0.1081;7.6336;0.585;90.25;1.3407;;;;;;;;;;;;
SELL;21.06.2022 11:45;1.05783;22.06.2022 10:00;1.04733;105;0.0773;0.108;13.2231;0.3011;22.25;4.7191;;;;;;;;;;;;
BUY;22.06.2022 10:00;1.04733;22.06.2022 17:45;1.05971;124;0.129;0.1659;-18.0952;0.4425;7.75;16;;;;;;;;;;;;
SELL;22.06.2022 17:45;1.05971;23.06.2022 11:45;1.04936;103;0.0793;0.1712;16.9355;0.7182;18;5.7222;;;;;;;;;;;;
BUY;23.06.2022 11:45;1.04936;27.06.2022 18:15;1.06094;116;0.0852;0.1148;-12.6214;0.4968;102.5;1.1317;;;;;;;;;;;;
SELL;27.06.2022 18:15;1.06094;30.06.2022 15:00;1.03868;223;0.0749;0.1015;-92.2414;0.67;68.75;3.2436;;;;;;;;;;;;
BUY;30.06.2022 15:00;1.03868;30.06.2022 20:15;1.04852;98;0.1464;0.1251;56.0538;0.17;5.25;18.6667;;;;;;;;;;;;
SELL;30.06.2022 20:15;1.04852;01.07.2022 17:15;1.03729;112;0.0823;0.1554;-14.2857;0.7798;21;5.3333;;;;;;;;;;;;
BUY;01.07.2022 17:15;1.03729;04.07.2022 14:00;1.04611;88;0.073;0.0862;21.4286;0.3505;68.75;1.28;;;;;;;;;;;;
SELL;04.07.2022 14:00;1.04611;06.07.2022 15:15;1.01688;292;0.0856;0.1445;-231.8182;0.9564;49.25;5.9289;;;;;;;;;;;;
BUY;06.07.2022 15:15;1.01688;07.07.2022 08:45;1.02193;50;0.0826;0.0663;82.8767;0.2659;17.5;2.8571;;;;;;;;;;;;
SELL;07.07.2022 08:45;1.02193;08.07.2022 10:30;1.00773;142;0.0974;0.1627;-184;0.8627;25.75;5.5146;;;;;;;;;;;;
BUY;08.07.2022 10:30;1.00773;08.07.2022 18:00;1.01865;109;0.1817;0.2061;23.2394;0.3727;7.5;14.5333;;;;;;;;;;;;
SELL;08.07.2022 18:00;1.01865;12.07.2022 12:30;1.00008;186;0.0873;0.0868;-70.6422;1.0977;90.5;2.0552;;;;;;;;;;;;
BUY;12.07.2022 12:30;1.00008;12.07.2022 18:15;1.00699;69;0.1429;0.1372;62.9032;0.1957;5.75;12;;;;;;;;;;;;
SELL;12.07.2022 18:15;1.00699;13.07.2022 10:15;1.00102;60;0.0811;0.1239;13.0435;0.4142;16;3.75;;;;;;;;;;;;
BUY;13.07.2022 10:15;1.00102;13.07.2022 15:15;1.0068;58;0.1472;0.1565;3.3333;0.0966;5;11.6;;;;;;;;;;;;
SELL;13.07.2022 15:15;1.0068;13.07.2022 15:30;1.00065;61;0.5293;0.5293;-5.1724;0;0.25;244;;;;;;;;;;;;
BUY;13.07.2022 15:30;1.00065;13.07.2022 17:45;1.0107;100;0.3849;0.3849;-63.9344;0.6679;2.25;44.4444;;;;;;;;;;;;
SELL;13.07.2022 17:45;1.0107;14.07.2022 16:30;0.99534;154;0.1007;0.1339;-54;0.7173;22.75;6.7692;;;;;;;;;;;;
BUY;14.07.2022 16:30;0.99534;18.07.2022 17:45;1.01939;241;0.101;0.1302;-56.4935;0.8983;97.25;2.4781;;;;;;;;;;;;
SELL;18.07.2022 17:45;1.01939;19.07.2022 04:45;1.01224;71;0.0667;0.0647;70.5394;0.1433;11;6.4545;;;;;;;;;;;;
BUY;19.07.2022 04:45;1.01224;19.07.2022 13:45;1.02645;142;0.1433;0.1936;-100;0.4562;9;15.7778;;;;;;;;;;;;
SELL;19.07.2022 13:45;1.02645;20.07.2022 20:45;1.01575;107;0.1079;0.1229;24.6479;0.7775;31;3.4516;;;;;;;;;;;;
BUY;20.07.2022 20:45;1.01575;21.07.2022 09:00;1.02291;72;0.0582;0.088;32.7103;0.1811;12.25;5.8776;;;;;;;;;;;;
SELL;21.07.2022 09:00;1.02291;21.07.2022 12:30;1.01742;55;0.1524;0.161;23.6111;0.1169;3.5;15.7143;;;;;;;;;;;;
BUY;21.07.2022 12:30;1.01742;21.07.2022 15:30;1.02762;102;0.1762;0.1969;-85.4545;0.7071;3;34;;;;;;;;;;;;
